id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
30347868,private room in the upper east side,6180828,alina,manhattan,upper east side,40.77409,-73.9519,private room,95,5,10,2019-04-16,1.63,1,5
30348644,"new york, prime location cozy 1bedroom unit!",142456326,inna,manhattan,kips bay,40.73857,-73.97972,entire home/apt,180,1,5,2019-06-15,0.73,1,90
30348712,"huge, modern apt 20 mins from manhattan jmz metro",40004714,ruth,brooklyn,bushwick,40.69657,-73.93274,entire home/apt,190,2,0,0,0.0,2,11
30348944,spacious modern condo by columbia university,2964135,jessie,manhattan,harlem,40.80623,-73.95343,entire home/apt,200,3,3,2019-05-23,0.98,1,0
30348979,huge studio on central park west top location,4431107,ally,manhattan,upper west side,40.7886,-73.96862,entire home/apt,200,2,19,2019-06-27,2.66,3,0
30349105,entire studio central park west,4431107,ally,manhattan,west village,40.73034,-74.01022,entire home/apt,200,1,0,0,0.0,3,158
30350359,private room in brand new greenpoint apartment,108457539,fola,brooklyn,greenpoint,40.72268,-73.94349,private room,55,1,2,2018-12-10,0.27,1,0
30351170,top floor of an amazing duplex,213020,robert,manhattan,upper west side,40.79382,-73.96984,private room,88,1,4,2019-03-21,0.78,3,7
30351256,"huge one-bed, prospect park, cat lovers only!!",1675112,rebecca,brooklyn,prospect-lefferts gardens,40.66106,-73.96189,entire home/apt,79,5,2,2019-06-23,1.28,1,8
30351642,very bright and cosy bedroom.,44074020,juliette,manhattan,harlem,40.81443,-73.95688,private room,70,6,1,2018-12-29,0.16,1,13
30352538,spacious garden studio,51964207,brooke,brooklyn,williamsburg,40.70946,-73.96567,entire home/apt,140,3,7,2019-06-09,1.42,1,3
30352717,basic room in williamsburg,45773187,jakub,brooklyn,williamsburg,40.71038,-73.94779,private room,49,7,0,0,0.0,1,0
30352862,comfy and artsy big room in east village,64934891,scarlett,manhattan,east village,40.7219,-73.97819,private room,70,3,0,0,0.0,1,0
30353302,room close to la guardia airport,227905146,gladys,queens,east elmhurst,40.76185,-73.87392,shared room,16,1,10,2019-06-16,1.36,1,0
30354291,cozy private bedroom with great east river view,24593962,sean,manhattan,upper east side,40.78353,-73.94592,private room,90,2,1,2018-12-05,0.14,1,0
30354304,private room in spacious bk community w/ parking,3285978,nicole,brooklyn,bedford-stuyvesant,40.69998,-73.94369,private room,50,1,5,2019-01-13,0.71,2,0
30367011,quiet neighborhood close to trendy spots,183967887,hayley,brooklyn,williamsburg,40.71326,-73.93766,private room,65,4,5,2019-04-20,0.74,1,0
30367724,cozy private room in williamsburg,228000501,dylan,brooklyn,williamsburg,40.70996,-73.96495,private room,50,3,6,2019-06-30,0.82,1,38
30367948,beautiful apartment in brooklyn heights,26312879,daron,brooklyn,brooklyn heights,40.69458,-73.99771,entire home/apt,125,5,3,2019-05-18,0.48,1,0
30369014,private room with a view- cosy apt in east village,5559293,tiphaine,manhattan,gramercy,40.73212,-73.98247,private room,150,2,10,2019-06-05,1.41,1,36
30369286,modern/eclectic light filled williamsburg home,3262412,britney,brooklyn,williamsburg,40.7076,-73.94718,entire home/apt,225,2,0,0,0.0,1,45
30369494,loft experience in heart of williamsburg,228011801,hugo,brooklyn,williamsburg,40.70955,-73.96311,private room,69,7,1,2019-06-23,1.0,1,0
30369652,central park loft,93717558,abe,manhattan,upper west side,40.78687,-73.97189,entire home/apt,175,2,17,2019-06-20,2.64,1,27
30369751,private bedroom w/ bathroom in cozy uws apartment,206960083,marjolein,manhattan,upper west side,40.78384,-73.97696,private room,95,7,1,2019-01-03,0.16,1,0
30370642,"serene,  clean studio in south williamsburg",10934627,jacqueline,brooklyn,williamsburg,40.7112,-73.96566,entire home/apt,105,7,3,2019-06-16,0.56,1,16
30372287,private floor in brownstone near prospect park,11370189,brandon,brooklyn,prospect heights,40.6779,-73.96393,entire home/apt,140,5,2,2019-01-05,0.31,2,25
30372486,luxury apt - private suite  in theater district,3729486,andrew,manhattan,hell's kitchen,40.76593,-73.99186,private room,180,4,12,2019-07-03,1.68,1,172
30373102,big cozy room in washington heights,24762196,manuel,manhattan,washington heights,40.8471,-73.93996,private room,80,3,3,2019-01-03,0.42,1,0
30374290,private bedroom w/ queen size bed in williamsburg,19868844,andré,brooklyn,williamsburg,40.71115,-73.95825,private room,60,2,14,2019-06-03,1.99,1,0
30374563,open & bright williamsburg 1 bed loft,228104837,barbara,brooklyn,williamsburg,40.7092,-73.9631,entire home/apt,195,2,14,2019-06-03,2.04,1,28
30375114,south prospect park private middle room f&q subway,221940893,sara,brooklyn,kensington,40.6377,-73.97062,private room,36,2,18,2019-07-07,2.51,3,189
30376690,charming harlem studio!,81970141,emily,manhattan,harlem,40.82932,-73.94696,entire home/apt,119,2,15,2019-07-01,2.38,1,12
30376805,penthouse apartment to view july 4th fireworks,11773839,nate,manhattan,chinatown,40.71446,-73.99112,private room,95,2,5,2019-07-07,0.8,1,2
30377654,greenpoint creative's apartment,2011313,ariana,brooklyn,greenpoint,40.72471,-73.939,entire home/apt,100,7,3,2019-06-10,0.78,1,6
30378764,luxurious manhattan apartment with rooftop views,128766,james,manhattan,harlem,40.81916,-73.95312,entire home/apt,150,2,15,2019-06-21,2.12,1,9
30380685,"bright, large, fully renovated apartment!!",20318052,laura,brooklyn,bedford-stuyvesant,40.69518,-73.94676,entire home/apt,140,2,0,0,0.0,2,112
30390975,room & private bath + free gym/pool/theater/more!,12704088,jennifer,brooklyn,williamsburg,40.7189,-73.96416,private room,88,2,7,2019-03-26,1.35,1,0
30393427,home,228223819,arosha,queens,ridgewood,40.70967,-73.90962,private room,45,3,3,2018-11-30,0.41,1,179
30393798,modern sleek apartment in dumbo,16051761,sandra,brooklyn,downtown brooklyn,40.69739,-73.98444,entire home/apt,150,7,0,0,0.0,1,0
30393853,spacious 1 bedroom in historic brownstone,49282603,zahid,brooklyn,bedford-stuyvesant,40.69054,-73.92801,entire home/apt,75,7,4,2019-06-28,0.64,1,10
30394691,explore nyc from its best nabe! 1 blck from subway,136900522,matt,queens,astoria,40.76403,-73.92195,entire home/apt,150,2,1,2018-12-10,0.14,1,0
30395040,naturally lit/ cozy & cute studio in flatbush,61105987,taylor,brooklyn,flatbush,40.63574,-73.95129,entire home/apt,90,3,7,2019-06-11,2.26,1,5
30395433,gorgeous nyc apt.  near everything! (women only),27698539,roberta,manhattan,midtown,40.74985,-73.98152,private room,90,2,13,2019-07-07,1.88,1,24
30397278,cozy loft bed,228250502,bill,manhattan,gramercy,40.73567,-73.98403,shared room,69,2,9,2019-07-01,1.44,1,62
30398077,a large sunny bedroom in astoria,132801944,shampa,queens,astoria,40.7686,-73.91354,private room,120,2,4,2019-05-13,0.62,2,0
30398373,fifth ave/central park studio apt,228257645,svetlana,manhattan,midtown,40.76334,-73.97809,entire home/apt,200,3,3,2019-06-23,0.97,1,85
30399408,cozy studio in upper east side,110278081,ashley,manhattan,upper east side,40.77225,-73.95326,entire home/apt,70,2,16,2019-06-16,2.24,1,4
30399969,cozy two bedroom apartment in greenpoint,129312581,andre,brooklyn,greenpoint,40.72944,-73.95395,entire home/apt,167,2,0,0,0.0,1,0
30400390,cozy exposed brick apartment in brooklyn !,48138946,isabella,brooklyn,columbia st,40.68491,-74.00183,entire home/apt,100,1,11,2019-06-16,1.55,1,81
30400683,amazing place harlem (10 min walk central park),36747057,roberto,manhattan,harlem,40.80666,-73.95691,private room,90,6,4,2019-03-24,1.02,1,0
30400980,cozy 2 bed/1 bath in the heart of red hook,62869020,jacob,brooklyn,red hook,40.67846,-74.0141,entire home/apt,120,4,2,2019-02-26,0.39,1,0
30402045,large private room in 2nd floor apartment.,171673961,eric,brooklyn,bedford-stuyvesant,40.67896,-73.90892,private room,25,2,2,2019-01-01,0.3,1,0
30403397,cozy spacious studio close to times square,5439134,ethan,manhattan,hell's kitchen,40.76331,-73.99128,entire home/apt,150,1,1,2019-06-12,1.0,1,5
30405178,luxury apartment in midtown west,51937277,jessica,manhattan,hell's kitchen,40.75399,-73.99764,entire home/apt,243,2,14,2019-05-26,1.89,1,93
30406215,comfy midtown east getaway,73262360,blake,manhattan,midtown,40.75893,-73.96751,entire home/apt,290,4,1,2019-06-03,0.83,1,52
30408787,clean + comfortable bedroom in west harlem,228332039,dystini,manhattan,harlem,40.82631,-73.95201,private room,30,1,3,2019-05-26,1.41,1,8
30415541,"lovely 2 br skyline view , 5 min to manhattan",33320745,daniel,queens,long island city,40.75256,-73.93671,entire home/apt,250,6,4,2019-07-02,1.56,1,105
30416267,house of stylez,15377463,kazem,brooklyn,bedford-stuyvesant,40.68525,-73.93159,private room,65,2,0,0,0.0,1,0
30418156,cozy room in doormen/elev. bldg by grand central,24346280,eric,manhattan,midtown,40.75294,-73.97105,private room,70,5,1,2019-02-20,0.22,1,0
30418220,aziza's cosy apartment,59917137,aziza,manhattan,harlem,40.8206,-73.93779,private room,65,5,1,2019-01-02,0.16,1,0
30418905,private room in brooklyn community house,35746135,lionel,brooklyn,borough park,40.6289,-73.97683,private room,35,1,9,2019-03-30,1.23,2,0
30420904,cozy brooklyn bedroom - close to manhattan!,226350275,bryan,brooklyn,greenpoint,40.7242,-73.94235,private room,60,1,1,2018-12-28,0.16,1,0
30421730,2 br/2ba modern apt in prime tribeca location,65797727,tram,manhattan,tribeca,40.7208,-74.01097,entire home/apt,300,4,0,0,0.0,1,0
30422332,"huge, beautiful apt perfect for holidays in harlem",8661991,olivia,manhattan,harlem,40.81223,-73.94156,entire home/apt,200,2,1,2018-12-30,0.16,1,0
30423282,lovely aprt. 6 mins walk from utica av. station,210427776,obinna,brooklyn,crown heights,40.67708,-73.92944,private room,25,2,4,2019-01-10,0.59,1,0
30423571,bushwick bedroom,228420131,jonathan,brooklyn,bushwick,40.69456,-73.90714,private room,35,2,7,2019-05-31,1.07,1,35
30424508,bright + cozy room in leafy williamsburg apartment,383623,melissa,brooklyn,williamsburg,40.71239,-73.95419,private room,50,5,4,2019-06-24,0.56,1,12
30424707,"beautiful, comfortable 1bedroom in hell's kitchen!",34292000,shannon,manhattan,hell's kitchen,40.76602,-73.98766,entire home/apt,150,2,4,2019-06-22,0.59,1,1
30426054,"new york city - east village
right in the action!",7544635,stephen,manhattan,east village,40.72579,-73.98301,private room,130,2,0,0,0.0,2,177
30427406,cozy room for the holidays in the heart of astoria,166794407,bruna,queens,astoria,40.76677,-73.91169,shared room,55,5,0,0,0.0,3,83
30427521,"cozy, bright bohemian pad in nyc's epic village",214979297,fryske,manhattan,greenwich village,40.72792,-73.99877,entire home/apt,110,5,3,2019-06-04,0.41,1,4
30428469,"cozy, spacious studio located on upper east side",29411875,nikki,manhattan,upper east side,40.76782,-73.95918,entire home/apt,175,3,3,2019-01-01,0.46,1,0
30428730,charming studio in the heart of west village,17618432,camellia,manhattan,west village,40.73563,-74.00659,entire home/apt,215,1,3,2019-01-01,0.42,1,0
30429519,bright room in a newly renovated apt in brooklyn,82683774,ruben and will,brooklyn,crown heights,40.6761,-73.93502,private room,45,2,17,2019-05-05,2.52,1,14
30429599,room in a magical bowery loft in nolita,20277431,matthew,manhattan,nolita,40.72316,-73.99329,private room,220,7,0,0,0.0,1,89
30429625,guest room with 2 beds in bayridge brooklyn,148049072,ahmed,brooklyn,fort hamilton,40.61964,-74.02518,private room,90,2,1,2019-01-01,0.16,1,79
30430163,apartment in south williamsburg,96089493,masashi,brooklyn,williamsburg,40.71282,-73.95742,private room,60,1,1,2018-12-08,0.14,1,0
30435663,magical gramercy apartment,113417140,mya,manhattan,kips bay,40.74022,-73.98003,entire home/apt,200,2,2,2019-06-17,1.4,1,0
30437417,spacious 1 bedroom brooklyn apartment,1627760,lucy,brooklyn,clinton hill,40.68911,-73.96297,entire home/apt,190,3,1,2019-01-01,0.16,1,0
30437968,beautiful one bed in the best part of brooklyn,52575295,jonny,brooklyn,williamsburg,40.71972,-73.95705,entire home/apt,295,5,3,2019-06-22,0.49,1,46
30438251,new york highrise,228536894,victoria,manhattan,greenwich village,40.73293,-73.9946,private room,47,1,2,2018-12-31,0.31,1,0
30439398,super sunny room in calm bed-stuy apartment,47152279,noelle,brooklyn,bedford-stuyvesant,40.69043,-73.94288,private room,40,3,3,2019-05-18,0.43,1,0
30439600,"ny penthouse in midtown, near everything christmas",209964870,maria,manhattan,hell's kitchen,40.76726,-73.9901,entire home/apt,149,4,1,2019-01-01,0.16,1,0
30439783,the halsey treehouse,138573840,helen,brooklyn,bushwick,40.69453,-73.90667,private room,90,1,2,2019-01-01,0.31,1,0
30440226,sky-luxury building 1b1b main bedroom rental,217642173,xiangjun,manhattan,hell's kitchen,40.76243,-73.99901,private room,207,1,3,2019-05-29,0.74,2,82
30440653,meserole street,6284535,thoralf,brooklyn,williamsburg,40.70827,-73.9425,private room,63,4,0,0,0.0,1,187
30441751,"spacious, sunny apartment in bed stuy",28060043,olivia,brooklyn,bedford-stuyvesant,40.68757,-73.94428,entire home/apt,195,2,2,2019-06-16,0.32,1,1
30441793,cozy brooklyn room,200055931,jessica,brooklyn,red hook,40.67441,-74.01278,private room,280,1,0,0,0.0,1,90
30441795,stunning luxury priv. room: prime upper east!,184670155,james,manhattan,upper east side,40.77566,-73.94747,private room,100,1,6,2019-03-17,1.02,2,0
30442257,"luxury building 15 mins from les
manhattan",40204585,olivia,brooklyn,bushwick,40.70026,-73.93582,entire home/apt,180,1,3,2019-04-09,0.47,1,0
30442775,cozy room in astoria ideal for travelers on budget,220095360,jayoung,queens,astoria,40.76341,-73.92535,private room,27,7,0,0,0.0,1,0
30443032,modern williamsburg beauty,10458297,michael,brooklyn,williamsburg,40.71079,-73.95192,private room,230,4,0,0,0.0,1,35
30444003,bright and cozy little spot in long island city,8144643,karina & garrett,queens,long island city,40.74588,-73.95377,entire home/apt,90,5,0,0,0.0,1,0
30444500,brooklyn comfy getaway,193963715,steph,brooklyn,east flatbush,40.65074,-73.92945,entire home/apt,75,6,2,2018-12-25,0.3,1,24
30444675,lovely apartment in upper west,209943977,carolina,manhattan,upper west side,40.80155,-73.96498,entire home/apt,120,2,4,2019-05-16,0.61,1,0
30444773,comfortable space in the center of brooklyn,1157099,ramon,brooklyn,bedford-stuyvesant,40.67904,-73.94837,entire home/apt,75,2,11,2019-06-23,1.73,1,0
30445028,midtown priv. lux.room in a penthouse (only girls),172586583,miriam,manhattan,chelsea,40.74772,-73.99146,private room,110,3,6,2019-06-28,0.84,1,12
30445539,cozy & clean private bedroom. brooklyn ny,225291555,daniela,brooklyn,williamsburg,40.71218,-73.9363,private room,55,2,5,2019-04-02,0.79,2,160
30447329,bedroom in crown heights,68039772,celeste,brooklyn,crown heights,40.67249,-73.95564,private room,55,4,1,2018-12-02,0.14,1,15
30448539,lower east side tenement get away,27421445,brett,manhattan,lower east side,40.71357,-73.98553,private room,50,6,1,2019-01-06,0.16,1,0
30449111,bxny yankees,227856882,carl,bronx,concourse,40.83513,-73.91797,private room,99,1,2,2019-06-03,0.32,1,90
30451593,holiday rental: great room close to trains!,27664722,gloria,brooklyn,bushwick,40.69539,-73.92267,private room,30,3,2,2019-01-01,0.3,1,0
30452520,"cozy bedroom in heart of manhattan, next to empire",20790185,anna,manhattan,midtown,40.74815,-73.98374,shared room,90,2,8,2019-06-08,1.11,1,5
30453281,☯ ur cool & cozy chambers ☯,69189948,ella,manhattan,washington heights,40.84878,-73.93449,private room,50,1,12,2019-07-02,1.69,3,0
30457958,east village renovated studio,15397994,samantha,manhattan,east village,40.72715,-73.9848,entire home/apt,175,2,7,2019-06-30,1.1,1,38
30459160,large 2 bedroom apt - close to everything!,84147508,andre,queens,ridgewood,40.70028,-73.90785,entire home/apt,190,3,1,2018-12-30,0.16,1,0
30459588,beautiful and open apartment in hamilton heights,6407054,melissa,manhattan,harlem,40.82071,-73.95359,shared room,34,1,17,2019-07-02,2.33,3,4
30460675,2 bedroom williamsburg oasis w/private backyard,67727548,rachel,brooklyn,williamsburg,40.7066,-73.94625,entire home/apt,150,2,9,2019-06-18,1.27,1,1
30461720,"cozy yet spacious 1br apt, 25 min from manhattan",157219382,lucy,queens,elmhurst,40.74717,-73.87645,entire home/apt,75,6,1,2019-01-25,0.18,1,0
30464086,naelle studio,218543704,kersaint,brooklyn,east flatbush,40.64718,-73.94778,entire home/apt,150,1,18,2019-06-09,2.54,1,175
30464498,"ideally located cozy, quiet apartment",46745791,christine,manhattan,hell's kitchen,40.76289,-73.98808,entire home/apt,145,2,3,2019-01-02,0.46,1,0
30464926,"bk. private entrance, w pool and gym",27668092,aponte & tat,brooklyn,bushwick,40.69362,-73.90727,private room,55,3,7,2019-06-24,1.74,3,79
30465539,bohemian twist studio,140348326,sanja,queens,astoria,40.75807,-73.91582,entire home/apt,80,4,0,0,0.0,2,0
30466053,awesome 2 bed apartment in les,45731391,laurence,manhattan,lower east side,40.72068,-73.99019,entire home/apt,195,2,1,2019-01-01,0.16,3,0
30467289,private south williamsburg 1br,20631010,anna & ben,brooklyn,williamsburg,40.70601,-73.95424,entire home/apt,180,3,0,0,0.0,1,0
30467785,private chic midtown 1 bd apt theater district,40245658,alexa,manhattan,hell's kitchen,40.76326,-73.99018,entire home/apt,264,2,8,2019-07-01,1.28,3,2
30468177,sunny apartment in the heart of williamsburg,4765019,xavier,brooklyn,williamsburg,40.7198,-73.95741,entire home/apt,150,3,9,2019-06-30,1.44,1,0
30468335,large prospect lefferts gardens bedroom,228750026,0,brooklyn,flatbush,40.65152,-73.95271,private room,55,7,0,0,0.0,1,69
30468550,lovely one-bedroom in hamilton heights,6407054,melissa,manhattan,harlem,40.82012,-73.9515,entire home/apt,101,2,8,2019-06-06,1.24,3,0
30468686,minimal bed-stuy bedroom with fire escape,11769840,amber,brooklyn,bedford-stuyvesant,40.68611,-73.92428,private room,70,2,8,2019-07-01,1.22,2,5
30469105,"global sanctuary ~ brooklyn, entire house",88036082,daneilia,brooklyn,east flatbush,40.63912,-73.92827,entire home/apt,125,2,17,2019-03-08,2.48,2,0
30469315,jax shack,6394831,jax,manhattan,washington heights,40.85245,-73.93273,private room,100,3,0,0,0.0,1,0
30469789,big bright apartment in hip neighborhood,21552055,shelley,brooklyn,greenpoint,40.72594,-73.94852,entire home/apt,150,1,4,2019-02-17,0.59,2,0
30470126,spacious and cozy room - just like home,162166015,freddy,queens,ridgewood,40.6963,-73.89965,private room,50,1,3,2019-01-01,0.45,1,189
30470365,cozy brooklyn apartment,37860219,rebecca,brooklyn,bushwick,40.70073,-73.94037,entire home/apt,250,1,7,2019-06-29,1.06,2,5
30470373,⭐$1.6 million chelsea flat⭐luxury and location!,227345813,oliver,manhattan,chelsea,40.74294,-73.99795,entire home/apt,261,2,18,2019-06-19,2.57,1,143
30471690,room in astoria,74215453,leo,queens,astoria,40.76626,-73.91422,private room,100,5,0,0,0.0,1,41
30473401,cozy bedroom in renovated little italy walk-up,25043292,vane,manhattan,nolita,40.7203,-73.99548,private room,98,7,0,0,0.0,2,0
30473558,cozy comfortable room,228771058,ariel,manhattan,harlem,40.82625,-73.94859,private room,52,4,7,2019-06-19,1.83,1,54
30474972,1 bedroom in newly renovated apartment,67054959,paola,manhattan,harlem,40.82375,-73.94381,private room,100,1,4,2019-06-19,0.99,1,56
30475015,room in charming brooklyn apartment,37860219,rebecca,brooklyn,bushwick,40.70086,-73.9403,private room,50,2,4,2019-05-07,0.71,2,7
30476053,gorgeous 2 bed oasis near vibrant prospect park!,1229653,nana & karim,brooklyn,flatbush,40.64823,-73.9625,entire home/apt,90,3,2,2019-04-29,0.33,1,0
30476370,sweet br (b) in owner's duplex very near subway,35983559,laura,brooklyn,east flatbush,40.63832,-73.94908,private room,75,3,1,2019-07-01,1.0,3,170
30477343,private room in bushwick - 15 min to manhattan,51610412,shayan,brooklyn,bushwick,40.70424,-73.92682,private room,45,4,2,2018-12-30,0.28,1,0
30477370,luxury bedroom with river view,21102511,jae,manhattan,roosevelt island,40.76708,-73.94607,private room,100,2,2,2019-05-19,0.32,1,43
30478388,"your home away from home, private cozy room",104814095,hanine,queens,east elmhurst,40.75938,-73.88158,private room,29,1,5,2019-07-01,0.86,3,35
30484485,furnished bedroom with queen bed desk and wifi,4297835,shaun,brooklyn,bedford-stuyvesant,40.68269,-73.92749,private room,75,2,0,0,0.0,1,0
30489218,"gorgeous 1-bedroom apt in williamsburg, brooklyn",59026607,anuj,brooklyn,williamsburg,40.70392,-73.94885,entire home/apt,72,3,7,2019-05-16,1.26,1,0
30495063,chic & bright brooklyn bungalow,33988719,fenice,brooklyn,bushwick,40.69056,-73.91596,private room,90,3,0,0,0.0,1,176
30495481,modern comfort and a view,228864897,jen,queens,long island city,40.74769,-73.93938,entire home/apt,180,1,0,0,0.0,1,0
30495558,peaceful and clean home in fort greene.,226471554,jeanrobert,brooklyn,clinton hill,40.68535,-73.96736,private room,65,3,4,2019-05-10,0.62,1,0
30495769,"luxury building, best location in williamsburg!!",17486626,alessandro,brooklyn,williamsburg,40.7177,-73.96346,private room,70,9,1,2019-01-31,0.19,2,15
30496077,huge renovated studio in manhattan,228878380,aliona,manhattan,upper west side,40.78549,-73.97535,entire home/apt,200,5,1,2018-12-31,0.16,1,0
30497529,1 bedroom in east village,1286331,nadjah,manhattan,east village,40.72579,-73.98344,entire home/apt,100,3,12,2019-07-02,1.9,1,80
30498747,luxurious bedroom in tribeca - walk to world trade,36642844,jason,manhattan,tribeca,40.71802,-74.01038,private room,97,1,4,2019-04-26,0.63,1,0
30499051,chic and spacious split-level,3104928,nissa,manhattan,upper east side,40.78191,-73.95292,entire home/apt,275,3,11,2019-06-16,1.78,1,36
30499662,beautiful bedroom with private bath in brooklyn,228900197,gina,brooklyn,williamsburg,40.70922,-73.94255,private room,55,2,2,2019-01-07,0.32,1,0
30501797,cozy 1 bedroom east village apartment,5048861,manuela,manhattan,east village,40.72333,-73.97934,entire home/apt,101,2,3,2019-01-01,0.45,1,0
30501806,bright uws apartment a block from riverside park,11710440,meredith,manhattan,upper west side,40.79283,-73.975,entire home/apt,180,3,6,2019-05-04,1.28,1,0
30501956,"3 beds w/ kitchenette, own bath separate entrance",139195158,gina,queens,woodside,40.75166,-73.90108,private room,99,2,10,2019-05-09,1.59,1,5
30502203,"clean, cozy private bedroom/apartment",11332183,tj,manhattan,harlem,40.81281,-73.94475,private room,65,3,3,2019-05-27,0.45,1,0
30502875,spacious and cozy studio,199716727,amy,queens,astoria,40.77008,-73.92,private room,120,2,0,0,0.0,1,66
30503210,huge sunny 2bed apt in harlem. skyline views!,143031643,aura xenia,manhattan,east harlem,40.81275,-73.93461,entire home/apt,300,2,1,2019-01-01,0.16,1,0
30504465,modern in heart of east village,34222449,eli,manhattan,east village,40.72531,-73.97973,private room,105,2,0,0,0.0,1,8
30504780,new brooklyn studio get away!,228898361,lauren,brooklyn,williamsburg,40.71723,-73.94965,entire home/apt,200,2,7,2019-01-23,1.01,1,0
30505964,cozy renovated brooklyn apt near lga jfk nyc,73624239,sarah,brooklyn,east new york,40.67396,-73.87905,entire home/apt,120,2,11,2019-07-01,1.68,1,62
30506672,peaceful haven in nyc!,24419496,melissa,manhattan,upper east side,40.77604,-73.94524,entire home/apt,125,3,1,2019-01-03,0.16,1,0
30506799,cozy williamsburg apt in the coolest neighborhood!,208537842,daisy,brooklyn,williamsburg,40.71269,-73.9495,entire home/apt,200,1,3,2019-01-01,0.41,1,0
30507110,small room in shared apt near cumc.,228945290,daehan,manhattan,washington heights,40.84215,-73.94266,private room,45,1,4,2019-06-23,0.57,1,90
30507545,nice & big 2 bedroom apartment in the east village,201447930,daniella,manhattan,east village,40.72646,-73.98686,entire home/apt,260,2,2,2019-06-27,0.32,2,28
30509230,coziest space off the j,158314625,tyrany,brooklyn,bedford-stuyvesant,40.68992,-73.92594,private room,70,1,1,2018-12-08,0.14,2,0
30509658,quiet apartment in times square / hell’s kitchen,57195863,andrew,manhattan,hell's kitchen,40.75806,-73.98934,entire home/apt,295,2,7,2019-06-23,1.12,1,129
30510107,brooklyn designer home!! private bedroom/bathroom,5977578,agate,brooklyn,crown heights,40.67902,-73.96042,private room,45,2,0,0,0.0,2,100
30510275,"charming, well-located with everything you need!",10184093,lilian,brooklyn,fort greene,40.69027,-73.97173,entire home/apt,119,5,3,2019-05-22,0.47,1,0
30510347,"modern, sunlit brooklyn apartment",34621599,ashley,brooklyn,crown heights,40.6782,-73.945,private room,55,2,6,2019-06-04,0.86,1,89
30511301,sunny 2 bdr apartment in williamsburg (1000sqf),13888249,omer,brooklyn,williamsburg,40.70662,-73.95289,entire home/apt,180,3,3,2019-06-16,0.48,2,0
30511773,"sunny, comfy, artsy 1br in astoria",90034872,jacqueline,queens,astoria,40.76721,-73.92633,private room,75,2,4,2019-06-30,0.63,1,36
30511873,cozy studio middle of manhattan/ close to time sq.,2086035,piyawan,manhattan,hell's kitchen,40.75611,-73.99386,entire home/apt,130,4,2,2019-04-04,0.52,2,0
30512146,artsy upper east side apartment,21296382,victor,manhattan,upper east side,40.76703,-73.95957,entire home/apt,200,3,3,2019-04-22,0.46,1,188
30512507,cozy sunbathed studio in brooklyn,38249006,irene,brooklyn,bedford-stuyvesant,40.68462,-73.94056,entire home/apt,70,4,14,2019-06-27,2.07,1,17
30513180,quiet & cozy studio in upper east side.,11377906,simon,manhattan,upper east side,40.76756,-73.96856,entire home/apt,100,2,0,0,0.0,1,3
30514000,"cozy, quite, clean place to feel like home",160778490,batka,manhattan,inwood,40.86565,-73.92486,private room,40,2,3,2019-06-01,0.42,1,19
30514166,queen bedroom newly renovated bushwick apartment,51985960,jonathan,brooklyn,williamsburg,40.70552,-73.92947,private room,38,6,2,2019-06-24,0.32,2,95
30514931,pride weekend east village apartment,228998411,becky,manhattan,east village,40.72863,-73.97994,entire home/apt,170,1,0,0,0.0,1,0
30517097,"habitación privada en brooklyn, new york.",115193518,fede,brooklyn,bushwick,40.70468,-73.92443,private room,45,5,0,0,0.0,3,0
30522970,great location! nyc on a budget!!,22051363,melissa,manhattan,harlem,40.82089,-73.94791,private room,50,1,0,0,0.0,1,0
30524542,the gingerheadman's house!,18403410,jonathan e,brooklyn,crown heights,40.67817,-73.94691,private room,150,1,3,2019-03-23,0.43,1,0
30525544,tidy 1 bedroom near nyu,228212001,nick,manhattan,east village,40.72664,-73.98661,entire home/apt,185,2,7,2019-04-15,1.0,1,14
30526105,a cozy place,384595,adam,manhattan,lower east side,40.71422,-73.98808,entire home/apt,150,3,8,2019-06-24,1.18,1,163
30526468,"elegant ft. greene one-bedroom, 5 min from subway",10674184,r.,brooklyn,fort greene,40.685,-73.97275,entire home/apt,185,4,8,2019-06-16,1.33,1,0
30527061,sunny 2-bedroom brooklyn apt with rooftop views,229072295,fareez,brooklyn,carroll gardens,40.68486,-73.99358,entire home/apt,200,3,1,2018-12-30,0.16,1,0
30527403,luxury 2bd 1bath condo in harlem.,12802075,farhad,manhattan,harlem,40.81981,-73.94326,entire home/apt,300,4,4,2019-06-01,0.63,1,0
30527466,cozy quiet studio right off time square,181974787,helen,manhattan,hell's kitchen,40.76411,-73.99019,entire home/apt,189,1,4,2019-07-07,0.61,1,74
30528438,spacious one bedroom apartment - brooklyn,192861009,ish,brooklyn,crown heights,40.67128,-73.91604,entire home/apt,52,1,13,2019-06-08,1.8,2,88
30528541,new york multi-unit building,95575605,natasha,manhattan,chelsea,40.74726,-73.99029,entire home/apt,250,7,0,0,0.0,1,0
30529492,my sweet home,229087097,jessica,queens,ditmars steinway,40.76949,-73.89222,private room,80,1,0,0,0.0,1,179
30531163,"private room in top floor apartment, heart of nyc",218526982,liz,manhattan,lower east side,40.72165,-73.98693,private room,110,1,0,0,0.0,2,0
